SpotterId,ID1,NomeEmpresa,RazaoSocial,StatusEmpresa,CadastroEmpresa,TelefoneEmpresa,LimiteUsuarios
11395,33574208000173,WESOW MARKETING LTDA - Conta 3,WESOW MARKETING LTDA - Conta 3,Ativo,2020-11-25,(12) 9972-52878,3
11396,05613279000100,BOMBASUL COMERCIO E MANUTENCAO LTDA,BOMBASUL COMERCIO E MANUTENCAO LTDA,Inativo,2021-10-26,(51) 3377-1035,2
11397,02633281000145,CONTAGEM MOTORPECAS LTDA,CONTAGEM MOTORPECAS LTDA,Ativo,2021-10-26,(31) 3328-8301,5
11398,05476154000178,PERFILOR S/A CONSTRUCOES INDUSTRIA E COMERCIO,PERFILOR S/A CONSTRUCOES INDUSTRIA E COMERCIO,Ativo,2021-10-26,(11) 9814-20800,4
11399,07729964000114,FRANPACK EMBALAGENS,FRANPACK INDUSTRIA E COMERCIO DE EMBALAGENS EIRELI,Ativo,2020-04-28,(16) 9922-32216,5
11400,07242402000141,COSMEFAR INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,COSMEFAR INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,Ativo,2021-10-26,(62) 9153-3502,4
11401,25199695000103,ANTONIO HIPOLITO GALIETA,ANTONIO HIPOLITO GALIETA,Ativo,2021-10-26,(11) 9817-51597,3
11402,10517722000171,SAID - SERVICOS DE ACOMPANHANTE DE IDOSOS DOMICILIAR EIRELI,SAID - SERVICOS DE ACOMPANHANTE DE IDOSOS DOMICILIAR EIRELI,Inativo,2021-10-26,(21) 9826-29109,5
11403,12578221000120,MAGICA MARKETING E SERVICOS LTDA.,MAGICA MARKETING E SERVICOS LTDA.,Inativo,2021-10-26,(31) 9871-82537,2
11406,33574208000173,WESOW MARKETING LTDA - Conta 20,WESOW MARKETING LTDA - Conta 20,Inativo,2021-10-26,(12) 9972-52878,2
11407,19690740000125,AGENCIA FASTWAY,AGENCIA FASTWAY LTDA,Inativo,2021-10-27,(31) 9944-48008,2
11408,27606890000136,JETTAX TECNOLOGIA E SERVICOS ONLINE LTDA,JETTAX TECNOLOGIA E SERVICOS ONLINE LTDA,Inativo,2021-10-27,(11) 9921-43674,17
11409,19020360000183,POLOS,RP SERVICOS TECNOLOGICOS LTDA,Ativo,2021-10-27,(98) 9917-76662,2
11410,36340840000140,A3 AGENTE DE ESTAGIOS E TREINAMENTOS E DESENVOLVIMENTO PROFISSIONAL LTDA,A3 AGENTE DE ESTAGIOS E TREINAMENTOS E DESENVOLVIMENTO PROFISSIONAL LTDA,Inativo,2021-10-27,(61) 9813-13546,4
11411,15247962000117,ADMALL GESTAO COMERCIAL LTDA,ADMALL GESTAO COMERCIAL LTDA,Inativo,2021-10-27,(11) 5508-4500,4
11412,14298948000180,WEB GLOBAL INFORMACAO E TECNOLOGIA LTDA,WEB GLOBAL INFORMACAO E TECNOLOGIA LTDA,Inativo,2021-10-27,(11) 9767-05858,4
11413,14518215000103,AUTOGRAFIA,AUTOGRAFIA EDIÇÃO E COMUNICAÇÃO LTDA,Ativo,2017-11-17,(21) 3179-0979,5000
11414,33746166000100,JANAINA RYSDYK EIRELI,JANAINA RYSDYK EIRELI,Inativo,2021-10-27,(51) 9818-28390,4
11415,20883448000108,PROJETO AMBIENTAL,ETA Projeto Ambiental Eireli,Inativo,2020-11-12,(11) 4898-8686,4
11416,13735269000168,MOBILESYS SISTEMAS LTDA,MOBILESYS SISTEMAS LTDA,Inativo,2021-10-28,(41) 9928-92930,4
11417,26926475000105,SPO10,SPO10,Inativo,2021-10-28,(18) 9980-00363,4
11418,22433524000109,MORAIS CORRETORA DE SEGUROS,H MORAIS CORRETORA DE SEGUROS LTDA,Inativo,2020-08-06,(81) 3465-7199,2
11419,23809139000186,Gofind.Online,Gofind.Online Portal S/A,Inativo,2020-05-29,(11) 9853-1011,13
11420,23809139000186,Gofind.Online,Gofind.Online Portal S/A,Inativo,2020-05-29,(11) 9853-1011,13
11421,23809139000186,Gofind.Online,Gofind.Online Portal S/A,Inativo,2020-05-29,(11) 9853-1011,13
11422,08508412000149,SAT PLUS MONITORAMENTO LTDA,SAT PLUS MONITORAMENTO LTDA,Inativo,2021-10-29,(31) 9950-95053,2
11423,27829683000140,WAY2,W2D SERVICOS DE TECNOLOGIA LTDA,Ativo,2020-07-10,(48) 9884-05569,6
11424,14518215000103,AUTOGRAFIA,AUTOGRAFIA EDIÇÃO E COMUNICAÇÃO LTDA,Ativo,2017-11-17,(21) 3179-0979,5000
11425,79678884000198,FERRARI CONSULTORIA E TREINAMENTO,FERRARI CONSULTORIA E TREINAMENTO LTDA,Inativo,2021-10-29,(48) 9911-50710,2
11426,00910509000171,THOMSON REUTERS BRASIL CONTEÚDO E TECNOLOGIA LTDA,THOMSON REUTERS BRASIL CONTEÚDO E TECNOLOGIA LTDA,Ativo,2019-09-06,(11) 9414-12681,16
11427,00910509000171,THOMSON REUTERS BRASIL CONTEÚDO E TECNOLOGIA LTDA,THOMSON REUTERS BRASIL CONTEÚDO E TECNOLOGIA LTDA,Ativo,2019-09-06,(11) 9414-12681,16
11428,28881701000104,RIGHT CORRETORA,RIGHT CORRETORA E ASSESSORIA EM SEGUROS LTDA,Inativo,2020-07-28,(47) 9998-22484,4
11429,00910509000171,THOMSON REUTERS BRASIL CONTEÚDO E TECNOLOGIA LTDA,THOMSON REUTERS BRASIL CONTEÚDO E TECNOLOGIA LTDA,Ativo,2019-09-06,(11) 9414-12681,73
11430,23809139000186,Gofind.Online,Gofind.Online Portal S/A,Inativo,2020-05-29,(11) 9853-1011,13
11431,33845322000190, A GERADORA ALUGUEL DE MAQUINAS S.A., A GERADORA ALUGUEL DE MAQUINAS S.A.,Ativo,2021-11-03,(07) 1210-42555,14
11432,20296818000100,DUX DIGITAL DO BRASIL EIRELI,DUX DIGITAL DO BRASIL EIRELI,Inativo,2021-11-03,(41) 9928-31300,4
11433,27797268000152,CUBI SOLUCOES EMPRESARIAIS LTDA,CUBI SOLUCOES EMPRESARIAIS LTDA,Inativo,2021-11-03,(11) 9954-00498,4
11434,04736612000106,OMEGA VEICULOS SOROCABA LTDA,OMEGA VEICULOS SOROCABA LTDA,Inativo,2021-11-03,(15) 9910-41638,4
11436,29023506000106,EGE SOLUÇÕES LTDA - EPP,EGE SOLUÇÕES LTDA,Inativo,2021-11-03,(11) 9995-49601,3
11437,23809139000186,Gofind.Online,Gofind.Online Portal S/A,Inativo,2020-05-29,(11) 9853-1011,13
11439,30995871000153,RodoClub,GOFLUX TECNOLOGIA DA INFORMACAO LTDA,Inativo,2020-09-14,(11) 9759-23793,2
11440,15811379000197,Webcompany Agência Digital,WEBLAND SERVIÇOS PARA INTERNET LTDA,Ativo,2020-02-10,(19) 9814-52200,4
11441,10707895000152,REDE IDEIA SOLUCOES TECNOLOGICAS LTDA,REDE IDEIA SOLUCOES TECNOLOGICAS LTDA,Inativo,2021-11-04,(51) 9824-80861,8
11442,08715222000100,ESCOLA DE IDIOMAS DE FORTALEZA LTDA (CULTURA INGLESA - FORTALEZA),ESCOLA DE IDIOMAS DE FORTALEZA LTDA,Ativo,2019-03-22,(85) 9915-94452,8
11443,10517722000171,SAID - SERVICOS DE ACOMPANHANTE DE IDOSOS DOMICILIAR EIRELI,SAID - SERVICOS DE ACOMPANHANTE DE IDOSOS DOMICILIAR EIRELI,Ativo,2021-11-04,(21) 9826-29109,8
11444,26266728000153, A3 SOLAR ENERGIA ELETRICA SUSTENTAVEL LTDA, A3 SOLAR ENERGIA ELETRICA SUSTENTAVEL LTDA,Inativo,2021-11-04,(18) 9963-95113,4
11445,23829892000133,APPI9 SOFTWARE LTDA,APPI9 SOFTWARE LTDA,Inativo,2021-11-04,(85) 9927-61375,4
11446,08197563000123,IDEAL ASSESSORIA E CONSULTORIA CONTABIL LTDA.,IDEAL ASSESSORIA E CONSULTORIA CONTABIL LTDA.,Inativo,2021-11-04,(17) 9961-90866,4
11447,07802880000169,Villagro (SIMP),Villagro,Ativo,2021-11-04,(19) 9813-03036,4
11448,35149238000168,ROCHA ANDRADE ENGENHARIA ELETRICA LTDA,ROCHA ANDRADE ENGENHARIA ELETRICA LTDA,Inativo,2020-08-27,(62) 9828-10159,2
11449,33574208000173,WESOW MARKETING LTDA - KAR,WESOW MARKETING LTDA - KAR,Ativo,2021-11-04,(12) 9972-52878,2
11450,67205518000132,EVOLUA,Evolua Educacao Ltda,Ativo,2019-09-24,(16) 3951-7200,4
11451,12104320000170,CRYAH AGENCIA DIGITAL LTDA,CRYAH AGENCIA DIGITAL LTDA,Inativo,2021-11-05,(11) 9326-25222,2
11452,18149211000156,LEUCOTRON,LEUCOTRON EQUIPAMENTOS LTDA,Ativo,2017-12-08,(35) 3471-9500,5000
11456,31573121000156,VPS IMOVEIS LTDA,VPS IMOVEIS LTDA,Ativo,2021-11-08,(21) 9819-43221,9
11457,21869286000116,CAPITALE PRIVATO AGENTES AUTONOMOS DE INVESTIMENTOS LTDA,CAPITALE PRIVATO AGENTES AUTONOMOS DE INVESTIMENTOS LTDA,Inativo,2021-11-08,(21) 9905-71019,4
11458,32772762000100,ALPISERRA,MACHADO SOLUCOES INTEGRADAS EM SERVICOS TERCEIRIZADOS LTDA,Inativo,2021-02-09,(24) 9811-51562,4
11460,30946600000108,SOLAR PREMIERE SOLUÇÕES EM ENERGIA LTDA,SOLAR PREMIERE SOLUÇÕES EM ENERGIA LTDA,Inativo,2021-11-08,(44) 3108-1441,4
11461,28208230000160,SMARTRIPS LTDA,SMARTRIPS LTDA,Ativo,2021-11-08,(11) 9877-85986,4
11462,08746177000143,ESCOLAR MANAGER,EM1 SOLUÇÕES EM TECNOLOGIA DA INFORMAÇÃO LTDA - ME,Ativo,2017-03-10,(62) 3287-5508,5000
11463,13184153000188,GLOBALTHINGS TECNOLOGIA LTDA,GLOBALTHINGS TECNOLOGIA LTDA,Inativo,2021-11-09,(11) 9839-23955,4
11464,13749521000198,EASYJUR TECNOLOGIA E SISTEMAS EIRELI,EASYJUR TECNOLOGIA E SISTEMAS EIRELI,Inativo,2021-11-09,(48) 9914-29556,25
11465,13749521000198,EASYJUR TECNOLOGIA E SISTEMAS EIRELI,EASYJUR TECNOLOGIA E SISTEMAS EIRELI,Ativo,2021-11-09,(48) 9914-29556,14
11466,25005259000156,REDE VISTORIAS,REDE VISTORIAS FRANCHISING LTDA,Ativo,2018-03-28,,5000
11467,14700294000179,INOUTWAY SOFTWARE LTDA,INOUTWAY SOFTWARE LTDA,Inativo,2021-11-09,(47) 9825-21987,4
11468,22020859000103,KESTER,KESTER TECNOLOGIA PARA TERMOFORMAGEM LTDA,Ativo,2019-08-14,(48) 3443-6770,2
11469,07125171000196,DOLFINI & SILVA - ADVOGADOS ASSOCIADOS,DOLFINI & SILVA - ADVOGADOS ASSOCIADOS,Inativo,2021-11-10,(44) 9912-80043,4
11470,28195956000105,PNEUSCAR RECAUCHUTAGEM LTDA,PNEUSCAR RECAUCHUTAGEM LTDA,Ativo,2021-11-10,(24) 9811-45810,5
11471,42122035000143,PIXLED COMUNICACAO DIGITAL LTDA,PIXLED COMUNICACAO DIGITAL LTDA,Inativo,2021-11-10,(35) 9881-28450,4
11473,07708604000136,REWORK,PREMIUM PRINT SOLUCOES IMPRESSAS E DIGITAIS EIRELI,Ativo,2019-05-28,(19) 2137-1128,3
11474,35012934000128,RESCO MONITORAMENTO EIRELI,RESCO MONITORAMENTO EIRELI,Inativo,2021-11-11,(16) 9915-73751,4
11475,94465069000134,PERSONAL TURISMO LTDA,PERSONAL TURISMO LTDA,Inativo,2021-11-11,(51) 9966-84247,4
11476,30779007000114,INSPIRE TELECOM - EIRELI,INSPIRE TELECOM - EIRELI,Inativo,2021-11-11,(62) 9964-3860,4
11477,18694300000183,HPRIME COMÉRCIO DE ACESSÓRIOS PARA TELEFONIA LTDA,HPRIME COMÉRCIO DE ACESSÓRIOS PARA TELEFONIA LTDA,Ativo,2021-11-11,(47) 9993-71552,10
11478,24271554000191,TRADE ADMINISTRACAO E CORRETAGEM DE SEGUROS LTDA EPP,TRADE ADMINISTRACAO E CORRETAGEM DE SEGUROS LTDA EPP,Inativo,2021-11-11,(11) 9874-33809,13
11479,39890861000128,SILVANIO NEVES DA SILVA EIRELI,SILVANIO NEVES DA SILVA EIRELI,Inativo,2021-11-11,(87) 9881-15778,4
11480,02096802000172,QI TINTAS,QI TINTAS INDUSTRIA COMERCIO E SERVIÇO EIRELI,Ativo,2020-01-29,(47) 3330-1507,10
11481,11318175000168,CUSTÓDIA TRANSPORTES,DEIVISON DE SOUZA ALMEIDA (Novo GRUPO CDV LOGISTICA),Inativo,2018-07-12,11 95584-4261,5
11482,09584711000125,PUBLICO ALVO IND E COM DE EMBALAGENS EIRELI,PUBLICO ALVO IND E COM DE EMBALAGENS EIRELI,Ativo,2021-11-12,(21) 9813-22028,5
11483,27053196000139,Doctoralia Brasil,Doctoralia Brasil Servicos Online e Software LTDA,Ativo,2021-01-11,(41) 9963-99087,10
11484,27053196000139,Doctoralia Brasil,Doctoralia Brasil Servicos Online e Software LTDA,Ativo,2021-01-11,(41) 9963-99087,10
11485,10628270000103,ALTIMUS,Altimus Desenvolvimento de Software Ltda - Me,Inativo,2020-08-17,(47) 9994-45830,2
11486,41534692000135,EVA BENEFICIOS S.A,EVA BENEFICIOS S.A,Inativo,2021-11-16,(16) 9972-3378,4
11487,01421225000184,GEOGRAPHIC AGRIMENSURA S/C LTDA,GEOGRAPHIC AGRIMENSURA S/C LTDA,Ativo,2021-11-16,(16) 9918-66982,4
11488,34259615000159,PX AGENCIAMENTO DE SERVIÇOS LTDA,PX AGENCIAMENTO DE SERVIÇOS LTDA,Ativo,2021-11-16,(11) 9877-72738,10
11489,26167898000180,GRUPO KHRONOS,KHRONOS MONITORAMENTO ELETRONICO LTDA,Ativo,2018-10-11,,5000
11490,00843598000180,ALARM CENTER,MARCA SEGURANÇA ELETRONICA EIRELLI (CENTRAL DE ALARMES LTDA),Inativo,2018-12-14,0000000000,5000
11491,33574208000173,WESOW MARKETING LTDA - Menzotech,WESOW MARKETING LTDA - Menzotech,Ativo,2021-11-16,(12) 9972-52878,2
11492,26419922000121,Grupo Value,MANCHEBO SERVICOS ADMINISTRATIVOS EIRELI,Ativo,2021-01-12,(44) 9998-52445,4
11493,31978639000170,HOGAR IMPORTAÇÃO E DISTRIBUIÇÃO EIRELI,HOGAR IMPORTAÇÃO E DISTRIBUIÇÃO EIRELI,Ativo,2021-11-17,(47) 9974-29422,4
11494,05459432000189,HYPNOBOX CONSULTORIA E LICENCIAMENTO DE SISTEMAS ONLINE LTDA,HYPNOBOX CONSULTORIA E LICENCIAMENTO DE SISTEMAS ONLINE LTDA,Ativo,2021-11-17,(11) 3092-2525,4
11495,21240537000107,EGUINARD DE CARVALHO PORTELA NETO EIRELI,EGUINARD DE CARVALHO PORTELA NETO EIRELI,Inativo,2021-11-17,(82) 9998-00044,2
11496,36448480000103,Marvee,M. VICTOR CONSULTORIA E GESTÃO EMPRESARIAL LTDA,Inativo,2021-11-17,(47) 9991-95159,8
11497,47088059000147,"THERMA INSTRUMENTOS DE MEDIÇÃO, AUTOMAÇÃO E PROJETOS LTDA.EPP","THERMA INSTRUMENTOS DE MEDIÇÃO, AUTOMAÇÃO E PROJETOS LTDA.EPP",Inativo,2020-09-01,(11) 9839-62877,4
11498,33412921000110,Velo Cobrança Ltda,Velo Cobrança Ltda,Ativo,2021-11-17,(47) 9717-8704,26
11500,20876318000148,CLICK PROMOCIONAL BRINDES EIRELI,CLICK PROMOCIONAL BRINDES EIRELI,Ativo,2021-11-18,(11) 9421-20520,5
11501,81117368000136,SCHIAVON & MORAIS LTDA,SCHIAVON & MORAIS LTDA,Inativo,2021-11-18,(43) 3323-2823,4
11502,08800809000100,CEQUINEL BOLSAS,AQUA COLETA DE ROUPAS LTDA.,Inativo,2020-07-08,(41) 3238-0333,2
11503,00553123000150,REMOVEIS COMERCIO E REPRESENTACOES DE MOVEIS E ELETRODOMESTICOS LTDA,REMOVEIS COMERCIO E REPRESENTACOES DE MOVEIS E ELETRODOMESTICOS LTDA,Inativo,2021-11-19,(61) 9814-45544,4
11504,32672392000121,ZIPPER SOLUCOES TECNOLOGICAS LTDA,ZIPPER SOLUCOES TECNOLOGICAS LTDA,Inativo,2021-11-19,(11) 9850-30806,4
11505,36454710000139,B.ONUZ,BONUZ do Brasil Assessoria Empresarial Ltda,Ativo,2020-06-02,(11) 9943-95819,3
11506,07825613000107,HIPCOM,Hipcomp Informática Ltda,Inativo,2020-03-12,(11) 3675-0789,4
11507,06198189000155,BARRETO & BARRETO STUDIO,BARRETO & BARRETO STUDIO LTDA.,Ativo,2021-01-27,(41) 3022-9900,2
11508,01690356000167,HAYASHI CONFECCOES LTDA,HAYASHI CONFECCOES LTDA,Inativo,2021-11-23,(47) 9882-66322,4
11509,37071313000140,EMIBM ENGENHARIA E INOVACAO LTDA.,EMIBM ENGENHARIA E INOVACAO LTDA.,Ativo,2021-11-23,(61) 9983-31776,4
11510,19212784000140,COPAIBA AGENTE AUTONOMO DE INVESTIMENTOS LTDA,COPAIBA AGENTE AUTONOMO DE INVESTIMENTOS LTDA,Ativo,2021-11-23,(14) 3010-1818,4
11511,07391925000150,QUIMICOLLA IND QUIMICA LTDA,QUIMICOLLA IND QUIMICA LTDA,Ativo,2021-11-23,(48) 3265-4477,4
11512,05808701000175,REVOLUÇÃO IP SOLUÇÕES INTEGRADAS LTDA,REVOLUÇÃO IP SOLUÇÕES INTEGRADAS LTDA,Ativo,2021-11-24,(11) 4210-0101,5
11513,21709948000190,PRODUSLOG - SERVICOS DE APOIO AS EMPRESAS EIRELI,PRODUSLOG - SERVICOS DE APOIO AS EMPRESAS EIRELI,Inativo,2021-11-24,(11) 9992-39002,4
11514,33658291000169,SYSTOCK DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE - LTDA,SYSTOCK DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE - LTDA,Ativo,2021-11-24,(92) 9944-64824,5
11515,31265901000139,DLG TECNOLOGIA LTDA,DLG TECNOLOGIA LTDA,Ativo,2021-11-24,(48) 9967-08216,4
11516,11744716000110,AMALFIS UNIFORMES CONFECCAO DE ROUPAS LTDA,AMALFIS UNIFORMES CONFECCAO DE ROUPAS LTDA,Inativo,2021-11-24,(11) 9475-54984,4
11517,27816761000172,GABRIELA P. S. GALDAO,GABRIELA P. S. GALDAO,Inativo,2021-11-24,(11) 9477-47544,2
11520,35515206000139,G2L DIGITAL TRANSFORMATION STRATEGIES DO BRASIL SERVICOS DE CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,G2L DIGITAL TRANSFORMATION STRATEGIES DO BRASIL SERVICOS DE CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,Inativo,2021-11-25,(51) 9822-40290,4
11521,44329102000120,DG - ASSESSORIA E TREINAMENTOS LTDA,DG - ASSESSORIA E TREINAMENTOS LTDA,Inativo,2021-11-25,(11) 9549-95469,4
11522,18233211000130,"FL BRASIL HOLDING, LOGÍSTICA E TRANSPORTE LTDA","FL BRASIL HOLDING, LOGÍSTICA E TRANSPORTE LTDA",Ativo,2021-11-25,(11) 9861-12429,3
11523,28738804000101,GO COFFEE CAFETERIA LTDA,GO COFFEE CAFETERIA LTDA,Inativo,2021-11-25,(41) 9978-45080,4
11524,85127421000130,DOMO PARTICIPACOES LTDA,DOMO PARTICIPACOES LTDA,Inativo,2021-11-25,(48) 9614-2070,5
11525,04590351000150,FLY ENTREGAS RAPIDAS LTDA,FLY ENTREGAS RAPIDAS LTDA,Inativo,2021-11-25,(11) 9472-41031,3
11526,37281974000109,DOUTOR AO VIVO SOLUCOES EM TECNOLOGIA S A,DOUTOR AO VIVO SOLUCOES EM TECNOLOGIA S A,Inativo,2021-11-26,(11) 9715-63080,4
11527,23961491000132,TRACKAGE TECNOLOGIA LTDA,TRACKAGE TECNOLOGIA LTDA,Inativo,2021-11-26,(31) 9919-49434,4
11528,21878346000167,NOVA MONTAGEM E MANUTENCAO EM EQUIPAMENTOS EIRELI,NOVA MONTAGEM E MANUTENCAO EM EQUIPAMENTOS EIRELI,Ativo,2021-11-26,(61) 9983-75113,4
11529,35283810000187,SGA CONSULTORIA INTELIGENTE LTDA,SGA CONSULTORIA INTELIGENTE LTDA,Inativo,2021-11-26,(31) 9968-50029,5
11530,37509798000101,AGROFINDER INTERMEDIACAO E AGENCIAMENTO DE NEGOCIOS LTDA,AGROFINDER INTERMEDIACAO E AGENCIAMENTO DE NEGOCIOS LTDA,Ativo,2021-11-26,(54) 9967-85455,4
11531,12668093000106,DB2 INDUSTRIA E COMERCIO IMPORTACAO E EXPORTACAO LTDA,DB2 INDUSTRIA E COMERCIO IMPORTACAO E EXPORTACAO LTDA,Inativo,2021-11-26,(51) 9970-07782,3
11532,08917570000152,Impactamídia,Impacta Mídia & Marketing,Inativo,2020-11-19,(51) 9952-16008,4
11533,04798677000682,DIAFER EIRELI,DIAFER EIRELI,Ativo,2021-11-26,(15) 9975-24534,4
11535,23504040000176,BUZZMONITOR TECNOLOGIA LTDA,BUZZMONITOR TECNOLOGIA LTDA,Inativo,2021-11-29,(11) 9832-36866,10
11536,21333808000160,DBJUS INFORMACAO E SERVICOS EMPRESARIAIS LTDA,DBJUS INFORMACAO E SERVICOS EMPRESARIAIS LTDA,Inativo,2021-11-29,(11) 9961-4405,4
11537,17077752000153,TRINITY COMERCIALIZADORA DE ENERGIA ELETRICA LTDA,TRINITY COMERCIALIZADORA DE ENERGIA ELETRICA LTDA,Ativo,2021-11-29,(11) 9376-52150,4
11538,30779228000192,LUIZ PEREIRA NEGOCIOS IMOBILIARIOS EIRELI,LUIZ PEREIRA NEGOCIOS IMOBILIARIOS EIRELI,Inativo,2021-11-29,(63) 9910-57307,2
11539,10144211000151,INORTE SISTEMAS LTDA,INORTE SISTEMAS LTDA,Ativo,2021-11-29,(63) 9841-00050,4
11540,26334149000109,FOCO CONSULTORIA IMOBILIARIA LTDA.,FOCO CONSULTORIA IMOBILIARIA LTDA.,Inativo,2021-11-29,(34) 9969-32220,4
11541,07096295000190,MARTINS CORRETORA DE SEGUROS EIRELI,MARTINS CORRETORA DE SEGUROS EIRELI,Ativo,2021-11-29,(11) 3266-3606,3
11542,31621997000120,GAAFER CHOCOLATERIA LTDA,GAAFER CHOCOLATERIA LTDA,Ativo,2021-11-29,(49) 9990-54277,2
11543,54675251000103,ICAMP MARCAS E PATENTES LTDA,ICAMP MARCAS E PATENTES LTDA,Inativo,2021-11-29,(19) 3255-7899,4
11544,28042855000102,"OLFATI COMERCIO, SERVIÇOS E E-COMMERCE LTDA","OLFATI COMERCIO, SERVIÇOS E E-COMMERCE LTDA",Inativo,2021-11-29,(62) 9997-58860,2
11545,06984614000131,TOULOUSE COMUNICAÇÃO,TOULOUSE COMUNICAÇÃO S/S LTDA,Ativo,2017-03-17,(11) 4419-4721,2
11546,33819427000175,ELLOX DIGITAL LOGISTICS SA,ELLOX DIGITAL LOGISTICS SA,Inativo,2021-11-30,(13) 9960-88425,4
11547,37586052000100,NC CHARAO EMPREENDIMENTOS DIGITAIS LTDA,NC CHARAO EMPREENDIMENTOS DIGITAIS LTDA,Inativo,2021-11-30,(92) 9840-51005,4
11550,08671358000158,SetUp Tecnologia,DIGITAL UP - TECNOLOGIA EM SISTEMAS LTDA,Inativo,2021-12-01,(41) 9980-29864,13
11551,43122363000102,ACADEMIA DO CORRESPONDENTE - CURSOS DE APERFEIÇOAMENTO,ACADEMIA DO CORRESPONDENTE - CURSOS DE APERFEIÇOAMENTO,Inativo,2021-12-01,(41) 9936-2301,10
11552,13619615000142,LD CONSULTORIA EM GESTÃO EMPRESARIAL LTDA,LD CONSULTORIA EM GESTÃO EMPRESARIAL LTDA,Inativo,2021-12-01,(11) 9814-67163,4
11553,06267630001185,COMPANHIA BRASILEIRA DE EDUCAÇÃO E SISTEMAS DE ENSINO S/A,COMPANHIA BRASILEIRA DE EDUCAÇÃO E SISTEMAS DE ENSINO S/A,Ativo,2021-12-01,(41) 9215-9006,2
11554,39661587000115,TRS IMPORTACAO E EXPORTACAO LTDA,TRS IMPORTACAO E EXPORTACAO LTDA,Inativo,2021-12-01,(48) 9994-45566,2
11555,39661587000115,TRS IMPORTACAO E EXPORTACAO LTDA,TRS IMPORTACAO E EXPORTACAO LTDA,Inativo,2021-12-01,(48) 9994-45566,2
11556,39661587000115,TRS IMPORTACAO E EXPORTACAO LTDA,TRS IMPORTACAO E EXPORTACAO LTDA,Inativo,2021-12-01,(48) 9994-45566,2
11557,15388724000121,AGENCIA TITANIO MARKETING DIGITAL LTDA,AGENCIA TITANIO MARKETING DIGITAL LTDA,Inativo,2021-12-01,(21) 9886-40372,4
11558,15491115000101,CS-INTEGRA SOLUÇÕES EM TECNOLOGIA DA INFORMACÃO LTDA.,CS-INTEGRA SOLUÇÕES EM TECNOLOGIA DA INFORMACÃO LTDA.,Ativo,2021-12-01,(11) 9995-38571,6
11559,11011091000187,TITCS INFORMATICA LTDA,TITCS INFORMATICA LTDA,Ativo,2021-12-01,(61) 9870-6768,4
11560,17241978000148,SEGTEC SA temporaria,SEGTEC SA,Inativo,2021-12-01,(11) 3269-6300,4
11561,22400765000151,NEW TECH ADMINISTRADORA DE OBRAS LTDA,NEW TECH ADMINISTRADORA DE OBRAS LTDA,Inativo,2021-12-01,(48) 9992-21385,4
11562,31980600000197,TV RIO SUL LTDA.,TV RIO SUL LTDA.,Ativo,2021-12-01,(24) 9740-30087,4
11563,05459432000189,HYPNOBOX CONSULTORIA E LICENCIAMENTO DE SISTEMAS ONLINE LTDA,HYPNOBOX CONSULTORIA E LICENCIAMENTO DE SISTEMAS ONLINE LTDA,Inativo,2021-12-01,(11) 3092-2525,1
11564,05576294000118,SOTTELLI SERVICOS DE INFORMATICA LTDA,SOTTELLI SERVICOS DE INFORMATICA LTDA,Ativo,2021-12-02,(19) 9885-15006,6
11565,38655195000180,PATRICIA SANTOS CALDAS 11319718760,PATRICIA SANTOS CALDAS 11319718760,Inativo,2021-12-02,(11) 9586-49563,4
11566,57158057000130,Comercial Elétrica PJ Ltda,Comercial Elétrica PJ Ltda,Ativo,2021-12-02,(11) 9705-05225,5
11567,07787509000175,PINCELART SERVICOS PROMOCIONAIS EIRELI,PINCELART SERVICOS PROMOCIONAIS EIRELI,Ativo,2021-12-02,(21) 9848-60871,4
11568,04964546000113,ASSERTIF CONSULTORES ASSOCIADOS LTDA,ASSERTIF CONSULTORES ASSOCIADOS LTDA,Inativo,2021-12-02,(11) 9856-50132,4
11569,32814250000151,ENECON SELECT COMERCIO DE RESINAS DE ALTA PERFORMANCE E SERVICOS LTDA,ENECON SELECT COMERCIO DE RESINAS DE ALTA PERFORMANCE E SERVICOS LTDA,Inativo,2021-12-02,(41) 9993-19721,4
11570,04435399000194,CYA,CYA RUBBER DISTRIBUIDORA LTDA,Ativo,2019-11-19,(51) 9815-18249,3
11571,18945393000171,PIX MÍDIA,PIX MÍDIA SOLUÇÕES EM TECNOLOGIA LTDA,Inativo,2019-01-14,,5000
11572,55752315000187,SISTEMA ARACA DE COMUNICACAO LTDA,SISTEMA ARACA DE COMUNICACAO LTDA,Ativo,2021-12-03,(11) 9452-49933,4
11573,14432857000195,MAIS ELA COMERCIO DE PRODUTOS PESSOAIS LTDA,MAIS ELA COMERCIO DE PRODUTOS PESSOAIS LTDA,Inativo,2021-12-03,(11) 9767-00350,4
11574,23846779000166,SOG INOVACOES TECNOLOGICAS LTDA,SOG INOVACOES TECNOLOGICAS LTDA,Ativo,2021-12-06,(47) 3209-0581,5
