Id Spotter,CNPJ,Razão Social,Status,Data base,Data churn,LT (Meses),MRR Inicial,MRR Total (Atual),Spotter (R$),Comunicação (R$),Searching (R$),Exact Club (R$),Nº de Funcionarios Linkedin (Sobre),Nº funcionarios Conectados Linkedin,Link do LinkedIn,Porte (ajustado),Porte da Empresa segundo Receita Federal,Porte da Empresa segundo base de dados do Searching,Mercado,Sub setor,Leads em entrada,Agendamentos,Vendas,Cadencia ativa,Workflow ativo,Atividades concluidas,Numero de usuáros,Integração Inbound,Integração CRM,Minutos telefonia,Origem,Upsell (Sim / Não),Upsell (Nº),Upsell (R$),Downsell (Sim/Não),Downsell (Nº),Downsell (R$),Tipo de contrato,CNPJ
12698,08.663.314/0001-86,DR-IE COMERCIO DE LIVROS E MANUAIS AUTOMOTIVOS LTDA,Ativo,01/09/2022,,2,5373,5373,5373,0,0,,51-200,67,https://www.linkedin.com/company/doutor-ie/about/,Middle,DEMAIS,ME,"Software - BI, dados e segurança da informação",,26,0,0,0,6,0,28,RDStation,,0,EventodeTerceiros,Não,0,0,,,,MENSAL,8663314000186
4569,26.200.462/0001-46,Uau Solucoes Em Tecnologia E Conteudo Digital Eireli,Churn,01/01/2021,22/06/2021,5,796,796,,,,,11-50,10,www.linkedin.com/company/uau-m-dia/,Small,ME,ME,Serviços - Tecnologia da Informação,,"108,5","0,5",0,0,2,0,0,,,"8,666666667",ListasAtivas,Não,0,0,,,,MENSAL,26200462000146
10087,05.397.945/0001-02,Oz Producoes Audiovisuais E Comunicacao Ltda,Churn,01/01/2021,18/07/2021,6,759,858,,,,,11-50,12,www.linkedin.com/company/ozprodutora/,Small,ME,ME,"Serviços - Marketing, publicidade, design e produção",,0,"1,5","1,375",0,22,"231,75",3,,,"181,25",CoMKTConteúdo,Sim,1,99,,,,SEMESTRAL,5397945000102
10838,26.388.086/0001-65,Impar Condos LTDA,Churn,01/07/2021,22/01/2022,6,566,566,,,,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,Serviços - Administrativos e serviços complementares,,0,0,4,0,0,0,4,,,0,BDR,Não,0,0,,,,ANUAL,26388086000165
10848,34.243.829/0001-37,PLACEU2U GERENCIAMENTO DE VENDAS LTDA,Churn,01/07/2021,08/10/2021,3,995,995,,,,,11-50,14,https://www.linkedin.com/company/place2u/,Small,ME,ME,Software - Gestão Empresarial (ERP),,0,19,0,0,4,38,4,,,0,ListasAtivas,Não,0,0,,,,MENSAL,34243829000137
10900,14.350.699/0001-24,LIVRARIA STUDIUM LTDA,Churn,01/07/2021,01/02/2022,7,908,908,,,,,Não Tem,Não Tem,Não Tem,Small,EPP,ME,"Comércio de Bens de Consumo duráveis - Instrumentos musicais, artefatos para esportes, brinquedos, jogos recreativos, itens de escritório, brindes e utilidades domésticas",,0,0,0,0,4,1,3,,,7,Site,Não,0,0,,,,SEMESTRAL,14350699000124
10926,12.550.955/0001-00,M5 ASSESSORIA CONTABIL S/S LTDA,Ativo,01/07/2021,,16,997,895,597,99,199,,0-1,2,www.linkedin.com/company/m5-assessoria-contabil/about/,Very small,EPP,ME,"Serviços - Jurídicos, de advocacia, contabilidade ou auditoria",,0,1,0,0,8,0,4,,,"11,33333333",BDR,Não,0,0,,,,ANUAL,12550955000100
11129,05.806.253/0001-70,MATEKDATA COMÉRCIO E SERVIÇOS EM SISTEMAS DE TELEINFORMÁTICA LTDA - EPP,Ativo,01/08/2021,,15,467,467,398,0,69,,11-50,3,https://www.linkedin.com/company/matekdata---comercio-e-servicos-em-sistemas-de-teleinformatica/about/,Small,,,,,0,3,0,0,4,2,4,,,3,,Sim,2,467,,,,,5806253000170
11171,10.979.780/0001-17,MORADA DA FLORESTA SOLUCOES ECOLOGICAS LTDA,Ativo,01/09/2021,,14,1068,699,699,0,0,,11-50,23,www.linkedin.com/company/morada-da-floresta-solu%C3%A7%C3%B5es-ecologicas/,Small,ME,ME,Comércio de Bens de Consumo duráveis - Móveis e artigos domésticos,,0,0,1,0,0,0,6,,,0,ListasAtivas,Não,0,0,,,,ANUAL,10979780000117
11188,10.670.854/0001-39,LUIS CARLOS BESSA TRANSPORTES EIRELI,Churn,01/09/2021,16/07/2022,10,597,597,,,,,Não tem,Não tem,Não tem,Very Small,ME,ME,Serviços - Turismo e Hospedagem,,2,0,"111,2",0,2,0,5,,,0,CoMKTConteúdo,Não,0,0,,,,ANUAL,10670854000139
11390,22.274.019/0001-69,F.ALVES ELETRONICOS,Churn,01/10/2021,27/06/2022,8,"1646,9","1646,9",,,,,11-50,1,https://www.linkedin.com/company/celular-delivery/about/,Small,ME,EPP,Serviços - Administrativos e serviços complementares,,0,0,"7,9",0,6,0,27,,,0,Anúncio,Não,0,0,,,,Validar,22274019000169
11500,20.876.318/0001-48,CLICK PROMOCIONAL BRINDES EIRELI,Ativo,01/11/2021,,12,6228,6427,958,0,469,5000,11-50,27,https://br.linkedin.com/company/clickpromocional/about,Small,EPP,EPP,Comércio de Bens de Consumo duráveis - Roupas e acessórios,,222,"115,2",0,12,42,"525,8181818",10,,,0,ListasAtivas,Sim,1,199,,,,SEMESTRAL,20876318000148
11568,04.964.546/0001-13,ASSERTIF CONSULTORES ASSOCIADOS LTDA,Churn,01/12/2021,28/10/2022,10,1167,1167,,,,,11-50,22,https://www.linkedin.com/company/assertiff/about/,Small,DEMAIS,ME,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,0,"2,833333333",0,0,8,"26,5",6,,HubSpot CRM,"39,5",EventodeTerceiros,Não,0,0,,,,ANUAL,4964546000113
11611,39.272.839/0001-14,LEMSYS SISTEMAS E SOLUCOES LTDA,Churn,01/12/2021,28/07/2022,7,"1156,9","1156,9",,,,,2-10,7,https://www.linkedin.com/company/lemsys/about/,Very small,ME,ME,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,1,0,1,4,"44,75",7,,,"72,6",BDR,Não,0,0,,,,SEMESTRAL,39272839000114
11624,23.007.579/0001-10,Perinity Soluções e Serviços em Governança Ltda,Churn,01/12/2021,10/05/2022,5,"1227,9","1405,9",,,,,51-200,62,https://www.linkedin.com/company/perinity/about/,Middle,DEMAIS,EPP,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,"15,75",34,"3,714285714",0,4,"112,25",16,RDStation,PipeDrive,59,ListasAtivas,Sim,2,597,Sim,2,419,SEMESTRAL,23007579000110
11625,04.569.556/0001-54,UVW COMPUTACAO GRAFICA LTDA,Ativo,01/01/2022,,10,2212,"1541,9",1194,"148,9",199,,11-50,23,https://www.linkedin.com/company/uvwsolucoeseconsultoria/about/,Small,DEMAIS,ME,"Serviços - Desenvolvimento de softwares, sistemas e apps",,0,"10,5",1,16,74,"518,6666667",16,,,"682,4444444",BDR,Sim,1,"49,9",Sim,2,720,MENSAL,4569556000154
11627,10.425.636/0001-39,GONCALVES E SILVA PLANEJAMENTO EMPRESARIAL LTDA,Churn,01/01/2022,10/10/2022,9,1097,1097,,,,,11-50,24,https://www.linkedin.com/company/ems-project/?originalSubdomain=br,Small,EPP,ME,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,0,"2,5",0,0,6,"181,75",15,,,"35,6",Site,Não,0,0,,,,ANUAL,10425636000139
11633,23.971.135/0001-08,ROUTEASY SERVICOS DE ASSESSORIA LOGISTICA LTDA,Churn,01/12/2021,23/04/2022,4,1961,2061,,,,,11-50,80,https://www.linkedin.com/company/routeasy/?originalSubdomain=br,Middle,DEMAIS,ME,Software - Logística,,0,2,0,0,4,0,6,,,0,Site,Não,0,0,,,,MENSAL,23971135000108
11635,20.280.412/0001-30,INTELIGOV - APLICATIVOS DE INTERNET LTDA.,Churn,01/12/2021,24/07/2022,7,"1156,9","1256,9",,,,,11-50,16,https://www.linkedin.com/company/inteligovbr/about/,Small,EPP,ME,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,16,"11,5",0,2,16,"248,3333333",9,Hubspot,HubSpot CRM,"0,5",EventodeTerceiros,Não,0,0,,,,SEMESTRAL,20280412000130
11642,04.262.870/0001-90,POLAR TECNICA COMERCIAL E INDUSTRIAL LTDA,Ativo,01/12/2021,,11,"1127,9","1127,9",759,"49,9",319,,51-200,85,https://www.linkedin.com/company/grupo-polar/about/,Middle,DEMAIS,EPP,"Serviços - Logística, transporte, armazenagem e distribuição de mercadorias",,0,0,1,0,4,19,5,,,0,BDR,Não,0,0,,,,SEMESTRAL,4262870000190
11644,25.285.829/0001-09,JPLAY DIGITAL LTDA,Ativo,01/12/2021,,11,798,798,699,99,0,,11-50,18,https://www.linkedin.com/company/jplay/about/,Small,ME,DEM,"Serviços - Marketing, publicidade, design e produção",,10,1,1,0,2,"23,5",6,,RDStationCRM,21,MKTdeConteúdo,Não,0,0,,,,ANUAL,25285829000109
11649,56.936.107/0001-09,SUPPORT INFORMATICA EQUIPAMENTOS E SISTEMAS LTDA,Ativo,01/12/2021,,11,"997,9","1355,9",699,"407,9",249,,51-200,72,https://www.linkedin.com/company/supportsistemas/about/,Middle,EPP,ME,Software - Gestão Empresarial (ERP),,0,"5,833333333",0,0,4,"107,1111111",7,,PipeDrive,"132,5",BDR,Sim,1,"358,9",,,,ANUAL,56936107000109
11656,43.187.914/0001-16,ALBERTONI E SCHMIDT NEGOCIOS DIGITAIS LTDA,Churn,01/12/2021,25/06/2022,6,"808,9","808,9",,,,,51-200,23,https://www.linkedin.com/company/hardcore-digital/about/,Middle,ME,ME,"Serviços - Marketing, publicidade, design e produção",,0,0,0,0,2,0,3,,,0,Site,Não,0,0,,,,SEMESTRAL,43187914000116
11658,07.835.675/0001-08,HENRIQUE MARIANO MARCHETI,Churn,01/01/2022,10/07/2022,6,"1007,9","1007,9",,,,,501-1000,112,https://www.linkedin.com/company/grupo-abl/,Big,ME,ME,Software - Gestão Empresarial (ERP),,0,"1,5",1,1,4,"23,5",7,,,7,BDR,Não,0,0,,,,SEMESTRAL,7835675000108
11659,06.943.073/0001-01,BOOK PLAY COMERCIAL DE LIVROS LTDA,Churn,01/01/2022,30/07/2022,6,"6954,9","7551,9",,,,,501-1000,20,https://www.linkedin.com/company/book-play/about/,Small,EPP,EMP,Software - Educacional,,0,"44,25",1,4,16,1529,18,,,"1889,666667",ListasAtivas,Sim,1,597,,,,Validar,6943073000101
11679,02.659.265/0001-21,11679 - HELERA SERVICOS DE INFORMATICA E CENTRAL DE CONTATOS LTDA,Churn,01/12/2021,28/09/2022,9,"1067,9","1117,9",,,,,11-50,9,https://www.linkedin.com/company/nvirtualinfo,Small,ME,EPP,,,0,1,0,1,8,"9,5",12,,,"81,66666667",BDR,Sim,1,50,,,,ANUAL,2659265000121
11689,02.879.250/0001-79,ATENTO BRASIL S/A,Ativo,01/01/2022,,10,"6193,9","6193,9",796,"248,9",149,5000,10001 +,32381,https://www.linkedin.com/company/atento-brasil/about/,Big,DEMAIS,GE,Software - Vendas / CRM,,0,2,3,9,22,"361,25",39,,,"135,25",BDR,Não,0,0,,,,MENSAL,2879250000179
11700,42.955.572/0001-74,LUANA SILVA CONSULTORIA COMERCIAL E ADMINISTRATIVA LTDA,Churn,01/02/2022,10/04/2022,2,966,467,,,,,51-200,61,linkedin.com/company/veus-technology/,Middle,ME,ME,Software - Áreas da saúde,,0,0,2,1,6,25,7,,,0,BDR,Sim,1,269,Sim,1,200,ANUAL,42955572000174
11722,21.899.982/0001-75,GRADISA SOLUCOES EM FERRO EIRELI,Churn,01/01/2022,14/07/2022,6,5818,"6167,5",,,,,11-50,4,https://www.linkedin.com/company/gradisa-solu%C3%A7%C3%B5es-em-ferro/about/,Small,EPP,ME,Indústrias da Transformação - Metalurgica,,0,"18,2",0,2,12,"301,25",10,,,"81,66666667",Anúncio,Sim,1,"349,5",,,,ANUAL,21899982000175
11723,12.730.779/0001-80,VOR SERVICOS E COMERCIO EXTERIOR LTDA.,Ativo,01/01/2022,,10,699,898,898,0,0,,11-50,40,https://www.linkedin.com/company/airfree-produtos-electronicos/,Small,EPP,ME,Indústrias da Transformação - Equipamentos industriais,,0,"3,666666667",0,0,12,"11,8",9,,SalesForce,0,BDR,Sim,1,199,,,,ANUAL,12730779000180
11733,27.175.913/0001-03,KLEBBER RODRIGO PINTO,Churn,01/01/2022,14/06/2022,5,1377,1377,,,,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,"Serviços - Marketing, publicidade, design e produção",,0,0,"1,333333333",0,16,11,5,,,6,Site,Não,0,0,,,,SEMESTRAL,27175913000103
11735,28.159.459/0001-51,INOVE DESENVOLVIMENTO E INOVAÇÃO LTDA,Ativo,01/01/2022,,10,3798,"3847,9",699,"148,9",0,3000,11-50,9,https://www.linkedin.com/company/innovation-awards-latam/about/,Small,ME,ME,Software - Marketplace,,0,"11,83333333","1,6",3,12,"419,625",13,RDStation,,"52,83333333",Site,Sim,1,"49,9",,,,ANUAL,28159459000151
11736,12.387.832/0001-91,MAXXCARD ADMINISTRADORA DE CARTOES LTDA.,Ativo,01/01/2022,,10,958,878,759,0,119,,11-50,33,https://www.linkedin.com/company/maxxcard-beneficios/,Small,EPP,DEM,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,"3,666666667","6,111111111",0,0,14,"212,2857143",9,RDStation,RDStationCRM,71,Indicação,Sim,1,"49,9",Sim,2,"129,9",SEMESTRAL,12387832000191
11741,07.068.460/0001-09,KORIN COMERCIO DE ARTIGOS EM TECIDOS ESPECIAIS LTDA,Churn,01/01/2022,17/06/2022,5,945,945,,,,,0-1,11,linkedin.com/company/korin-confeccao/about/,Small,ME,ME,"Indústrias da Transformação - Instrumentos musicais, artefatos para esportes, brinquedos, jogos recreativos, itens de escritório, brindes e utilidades domésticas",,0,0,0,0,6,"1,5",4,,,0,BDR,Não,0,0,,,,ANUAL,7068460000109
11742,44.315.919/0001-40,FUNDACAO INSTITUTO DE ADMINISTRACAO,Ativo,01/01/2022,,10,"1243,9","1243,9",796,"248,9",199,,501-1000,1195,https://www.linkedin.com/school/fiabusinessschool/,Big,DEMAIS,DEM,Serviços - Educação B2C,,0,1,0,0,8,"5,5",10,,RDStationCRM,0,Site,Não,0,0,,,,MENSAL,44315919000140
11745,08.513.486/0001-73,BEEDOO LICENCIAMENTO DE SOFTWARE LTDA,Ativo,01/01/2022,,10,915,915,796,0,119,,51-200,58,https://www.linkedin.com/company/beedoo-software/,Middle,DEMAIS,ME,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,"4,285714286",3,0,2,"438,25",8,RDStation,PipeDrive,88,BDR,Não,0,0,,,,MENSAL,8513486000173
11748,27.542.403/0001-19,SEGETECH INDUSTRIA E COMERCIO LTDA,Ativo,01/01/2022,,10,"1146,9","1146,9",699,"248,9",199,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,Serviços - Manutenção e/ou locação de Máquinas e Equipamentos,,0,0,11,0,4,0,4,,,4,BDR,Não,0,0,,,,ANUAL,27542403000119
11759,26.930.985/0001-48,F & S ESTRATEGIA DE SERVICOS EMPRESARIAIS EIRELI,Ativo,01/02/2022,,9,1107,1107,759,199,149,,Não Tem,Não Tem,Não Tem,Very Small,ME,EPP,Serviços - Coaching e consultoria,,0,1,73,0,6,6,4,,RDStationCRM,41,ListasAtivas,Não,0,0,,,,SEMESTRAL,26930985000148
11760,59.678.458/0002-28,PAULIMAC BRASIL CARTUCHOS LTDA,Churn,01/02/2022,05/09/2022,7,977,977,,,,,11-50,19,https://www.linkedin.com/company/paulimac-ltda/about/,Small,DEMAIS,DEM,"Comércio de Bens de Consumo duráveis - Instrumentos musicais, artefatos para esportes, brinquedos, jogos recreativos, itens de escritório, brindes e utilidades domésticas",,0,5,1,2,8,492,7,,,"542,75",ListasAtivas,Não,0,0,,,,SEMESTRAL,59678458000228
11762,37.668.296/0001-23,ULTRA SOLARES SERVICOS DE ENGENHARIA ELETRICA LTDA,Ativo,01/01/2022,,10,646,646,398,99,149,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,Gás e Energia,,0,"1,333333333",1,0,4,141,8,,,"92,71428571",BDR,Não,0,0,,,,ANUAL,37668296000123
11769,28.474.999/0001-20,CREATORS AGENCIAMENTO DE NEGOCIOS E SERVICOS LTDA,Churn,01/02/2022,05/08/2022,6,597,597,,,,,11-50,15,https://www.linkedin.com/company/creators-llc/people/,Small,ME,ME,"Serviços - Marketing, publicidade, design e produção",,0,"7,5","1,75",2,2,"24,5",6,,PipeDrive,0,BDR,Não,0,0,,,,ANUAL,28474999000120
11777,19.011.529/0001-39,GUEP SOLUCOES CORPORATIVAS S/A,Ativo,01/01/2022,,10,1477,"1526,9",759,"448,9",319,,51-200,38,https://www.linkedin.com/company/guep/about/,Middle,DEMAIS,ME,"Software - BI, dados e segurança da informação",,0,"14,5",8,3,8,167,6,,,"1523,111111",BDR,Sim,1,"49,9",,,,SEMESTRAL,19011529000139
11785,21.438.434/0001-48,BR CONECTA LTDA,Churn,01/02/2022,28/07/2022,5,"817,9","817,9",,,,,51-200,17,https://br.linkedin.com/company/brconecta/about,Middle,ME,ME,Serviços - Tecnologia da Informação,,0,14,2,3,28,3,7,,,0,ListasAtivas,Não,0,0,,,,ANUAL,21438434000148
11789,25.195.480/0001-14,SEMENTE EDUCACAO S.A.,Ativo,01/01/2022,,10,867,1413,1245,99,69,,11-50,10,https://www.linkedin.com/company/programasemente/about/,Small,DEMAIS,ME,Serviços - Educação Corporativa,,0,"28,77777778",0,0,8,"378,625",16,RDStation,,"31,5",Site,Sim,1,546,,,,ANUAL,25195480000114
11794,19.331.992/0001-68,MOKE PUBLICIDADE E PROPAGANDA LTDA,Churn,01/02/2022,09/08/2022,6,1117,1117,,,,,11-50,26,https://www.linkedin.com/company/mokebusinessagency/about/,Small,EPP,ME,"Serviços - Marketing, publicidade, design e produção",,"77,33333333",2,0,0,6,"25,5",3,RDStation,,"49,6",BDR,Não,0,0,,,,ANUAL,19331992000168
11805,30.819.927/0001-19,LUCAS PIOVANI CARNEIRO 44357353858,Churn,01/01/2022,28/06/2022,5,915,915,,,,,2-10,10,https://www.linkedin.com/company/picode/about/,Very small,ME,MEI,Serviços - Tecnologia da Informação,,0,3,0,0,4,15,4,,,"1,5",Site,Não,0,0,,,,MENSAL,30819927000119
11806,04.946.908/0001-43,TECNOLOGICA INDUSTRIA E COMERCIO DE PECAS E EQUIPAMENTOS INDUSTRIAIS LTDA,Churn,01/01/2022,28/11/2022,10,"1363,9","1363,9",796,"248,9",319,,Não Tem,Não Tem,Não Tem,Small,DEMAIS,EPP,Comércio de Bens de Consumo duráveis - Máquinas e equipamentos pesados,,0,2,0,1,6,2,7,,,8,CoMKTConteúdo,Não,0,0,,,,MENSAL,4946908000143
11809,30.481.726/0001-54,B.I INOVACOES TECNOLOGICAS LTDA,Churn,01/02/2022,17/06/2022,4,1116,1116,,,,,51-200,13,https://www.linkedin.com/company/cemexecutive/about/,Middle,ME,ME,Serviços - Tecnologia da Informação,,0,0,0,0,4,0,7,,ZohoCRM,0,BDR,Não,0,0,,,,ANUAL,30481726000154
11814,34.792.233/0001-96,INTERTELE COMERCIO E SERVICOS DE EQUIPAMENTOS ELETRONICOS LTDA,Ativo,01/02/2022,,9,597,597,398,0,199,,11-50,15,https://br.linkedin.com/company/intertelelai/about,Small,ME,ME,Serviços - Tecnologia da Informação,,0,11,4,0,16,"24,66666667",7,,,"174,3333333",ListasAtivas,Não,0,0,,,,ANUAL,34792233000196
11819,58.802.992/0001-50,MACDATA TECNOLOGIA LTDA,Ativo,01/02/2022,,9,"1046,9","1046,9",699,"148,9",199,,11-50,16,https://www.linkedin.com/company/macdata-tecnologia-ltda-/,Small,DEMAIS,EPP,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,1,2,4,8,"49,625",9,,,"314,125",BDR,Não,0,0,,,,ANUAL,58802992000150
11825,44.580.370/0001-10,NEXT BRAND LTDA,Churn,01/02/2022,10/06/2022,4,"1164,9",1065,,,,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,"Serviços - Marketing, publicidade, design e produção",,0,"3,666666667",0,0,8,"390,3333333",4,,,"157,6",Site,Não,0,0,Sim,2,"99,9",ANUAL,44580370000110
11827,10.496.642/0001-87,NEXT4 COMUNICACAO DIGITAL LTDA,Churn,01/02/2022,11/08/2022,6,997,997,,,,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,"Serviços - Marketing, publicidade, design e produção",,0,0,0,2,6,0,3,,,"15,5",BDR,Não,0,0,,,,ANUAL,10496642000187
11836,11.388.985/0001-90,GOTCHA COMUNICACAO E PARTICIPACOES EIRELI,Ativo,01/02/2022,,9,796,796,398,199,199,,11-50,68,https://www.linkedin.com/company/gotchacomunica%C3%A7%C3%A3o/about/,Middle,DEMAIS,ME,"Serviços - Marketing, publicidade, design e produção",,0,1,0,0,6,4,6,,,0,BDR,Não,0,0,,,,ANUAL,11388985000190
11846,29.528.328/0001-67,ROXVEL TURBINAS E REDUTORES LTDA,Churn,01/03/2022,16/07/2022,4,"1641,9","1641,9",,,,,11-50,24,https://br.linkedin.com/company/roxvel-turbinas-a-vapor-e-redutores/about,Small,EPP,EPP,Indústrias da Transformação - Equipamentos industriais,,0,1,1,0,6,1,10,,,0,ListasAtivas,Não,0,0,,,,MENSAL,29528328000167
11854,05.398.061/0001-72,NACIONALNET INFORMATICA E PUBLICIDADE LTDA,Ativo,01/02/2022,,9,"646,9","646,9",398,"49,9",199,,51-200,39,https://www.linkedin.com/company/links-patrocinados---nacionalnet/,Middle,EPP,ME,"Serviços - Marketing, publicidade, design e produção",,0,0,"9,5",9,2,1,10,,,0,BDR,Não,0,0,,,,ANUAL,5398061000172
11864,40.051.998/0001-78,MKV TECNOLOGIA E MARKETING LTDA,Ativo,01/02/2022,,9,1364,3188,2320,599,269,,11-50,14,https://www.linkedin.com/company/makeaceleradordevendas/about/,Small,DEMAIS,DEM,"Serviços - Marketing, publicidade, design e produção",,"1007,25","246,375","17,75",2,6,933,52,,,"2261,888889",CoMKTConteúdo,Sim,6,2023,Sim,4,1496,MENSAL,40051998000178
11868,30.417.319/0001-88,CDR AGENTES AUTONOMOS DE INVESTIMENTOS LTDA,Ativo,01/02/2022,,9,"2251,9","3795,9",2897,"848,9",50,,11-50,82,https://www.linkedin.com/company/cordierinvestimentos/about/,Middle,DEMAIS,ME,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,0,179,1,5,2,"2190,5",78,RDStation,ZohoCRM,"3102,5",Site,Sim,4,1743,Sim,1,199,SEMESTRAL,30417319000188
11876,04.094.004/0001-37,SUMMIT LEADERSHIP SOLUCOES EM DESENVOLVIMENTO PROFISSIONAL EIRELI,Ativo,01/02/2022,,9,1523,1353,1194,159,0,,Não Tem,Não Tem,Não Tem,Small,ME,ME,Serviços - Educação Corporativa,,0,"6,25","1,333333333",0,10,609,19,,,"3246,75",Site,Sim,1,199,Sim,1,369,MENSAL,4094004000137
11883,09.196.253/0001-57,FAST LANE SERVICOS DE TREINAMENTO E SOLUCOES TECNOLOGICAS LTDA,Ativo,01/02/2022,,9,898,898,699,0,199,,11-50,11,https://www.linkedin.com/company/fastlane-technology-solutions/,Small,EPP,ME,"Serviços - Desenvolvimento de softwares, sistemas e apps",,0,1,0,0,2,0,10,,,0,ListasAtivas,Não,0,0,,,,ANUAL,9196253000157
11904,11.229.931/0001-82,SOPRA TUTTO INDUSTRIA E COMERCIO LTDA,Ativo,01/02/2022,,9,1126,1126,958,99,69,,51-200,23,https://www.linkedin.com/company/dezenho-industria-e-comercio-de-plasticos/about/,Middle,DEMAIS,ME,"Serviços - Marketing, publicidade, design e produção",,0,0,"22,125",0,4,1,6,,,"2,333333333",ListasAtivas,Não,0,0,,,,SEMESTRAL,11229931000182
11911,35.311.262/0001-51,FLOKI TECHNOLOGIES LTDA,Ativo,01/03/2022,,8,"2314,4","5743,4",4424,399,"920,4",,11-50,29,https://www.linkedin.com/company/floki-technologies/about/,Small,ME,ME,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,222,"129,8571429",2,0,0,"25,125",42,,,"1252,285714",BDR,Sim,6,3429,,,,MENSAL,35311262000151
11916,04.883.570/0001-28,NO ZEBRA NETWORK S.A.,Churn,01/03/2022,05/01/2023,10,"1167,9","1167,9",699,"49,9",419,,51-200,189,https://www.linkedin.com/company/nzn-nozebra-network/,Middle,DEMAIS,GE,"Serviços - Marketing, publicidade, design e produção",,0,2,2,0,6,"142,25",13,,PipeDrive,"59,66666667",ListasAtivas,Não,0,0,,,,ANUAL,4883570000128
11924,12.255.007/0001-33,POLO EQUIPAMENTOS INDUSTRIAIS EIRELI,Ativo,01/03/2022,,8,"1166,9","1166,9",759,"208,9",199,,11-50,12,https://www.linkedin.com/company/poloequipamentos/,Small,EPP,EPP,Indústrias da Transformação - Equipamentos industriais,,0,0,1,1,10,"172,3333333",5,,,"160,5",ListasAtivas,Não,0,0,,,,SEMESTRAL,12255007000133
11926,24.392.779/0001-04,DWTS SOLUTIONS LTDA,Ativo,01/03/2022,,8,878,878,759,0,119,,2-10,6,https://www.linkedin.com/company/dwts---solu%C3%A7%C3%B5es-em-cad-e-projetos-mec%C3%A2nicos/about/,Very small,ME,ME,Indústrias da Transformação - Equipamentos industriais,,0,"1,5",0,1,8,247,7,,,"38,4",Indicação,Não,0,0,,,,SEMESTRAL,24392779000104
11928,37.740.515/0001-38,MGF SERVICOS DE USINAGENS EIRELI,Churn,01/03/2022,07/09/2022,6,1144,1144,,,,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,Indústrias da Transformação - Materiais de segurança e proteção,,0,0,"8,714285714",1,10,1,2,,,"31,33333333",BDR,Não,0,0,,,,MENSAL,37740515000138
11937,23.442.093/0001-00,BITI9 BUSINESS IT INNOVATION LTDA,Ativo,01/03/2022,,8,"1067,9","3722,1","1654,2","148,9",219,1700,11-50,36,https://www.linkedin.com/company/biti9---business-it-innovation/,Small,ME,ME,Serviços - Tecnologia da Informação,,1,"40,57142857",0,6,10,"630,375",20,RDStation,,"124,25",Site,Sim,7,4791,Sim,1,200,ANUAL,23442093000100
11938,15.752.904/0001-40,5IT CONSULTORIA E REPRESENTACAO EM TECNOLOGIA DA INFORMACAO LTDA,Ativo,01/03/2022,,8,1396,1396,759,318,319,,11-50,17,https://www.linkedin.com/company/5it-consulting/about/,Small,DEMAIS,ME,Serviços - Coaching e consultoria,,0,0,0,0,6,572,9,,,"299,3333333",BDR,Não,0,0,,,,SEMESTRAL,15752904000140
11948,00.283.822/0001-27,MAXI RUBBER INDUSTRIAS QUIMICAS LTDA,Churn,01/03/2022,10/07/2022,4,"1232,9","1232,9",,,,,201-500,157,linkedin.com/company/maxi-rubber,Middle,DEMAIS,EPP,Indústrias da Transformação - Químicos e Farmacêuticos,,0,0,1,0,6,0,7,,,"0,5",ListasAtivas,Não,0,0,,,,MENSAL,283822000127
11950,06.034.135/0001-54,MGM CONSULTORIA E DIAGNOSTICOS EM EQUIPAMENTOS ELETRICOS LTDA,Ativo,01/03/2022,,8,"966,9","966,9",699,"148,9",119,,11-50,18,https://www.linkedin.com/company/fluilab/about/?originalSubdomain=br,Small,DEMAIS,ME,Serviços - Pesquisa e desenvolvimento técnico,,0,13,"17,8",0,12,3,7,,,5,ListasAtivas,Não,0,0,,,,ANUAL,6034135000154
